# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
plotter1,60,2022-01-01 19:52:53,-1,1.80,0.00,1.13,9.87,0.00,87.20
plotter1,60,2022-01-01 19:53:53,-1,10.05,0.00,0.35,8.54,0.00,81.06
plotter1,60,2022-01-01 19:54:53,-1,12.87,0.00,0.37,7.11,0.00,79.65
plotter1,60,2022-01-01 19:55:53,-1,12.04,0.00,0.37,8.30,0.00,79.29
plotter1,60,2022-01-01 19:56:53,-1,13.62,0.00,0.40,7.45,0.00,78.53
plotter1,60,2022-01-01 19:57:53,-1,9.17,0.00,0.41,7.94,0.00,82.48
plotter1,60,2022-01-01 19:58:53,-1,9.14,0.00,0.41,6.77,0.00,83.68
plotter1,60,2022-01-01 19:59:53,-1,9.68,0.00,0.39,6.64,0.00,83.29
plotter1,60,2022-01-01 20:00:53,-1,11.93,0.00,0.42,8.92,0.00,78.72
plotter1,60,2022-01-01 20:01:53,-1,9.20,0.00,0.35,5.87,0.00,84.58
plotter1,60,2022-01-01 20:02:53,-1,9.86,0.00,0.36,8.45,0.00,81.32
plotter1,60,2022-01-01 20:03:53,-1,9.17,0.00,0.34,7.09,0.00,83.40
plotter1,60,2022-01-01 20:04:53,-1,9.78,0.00,0.34,7.65,0.00,82.24
plotter1,60,2022-01-01 20:05:53,-1,9.37,0.00,0.40,9.62,0.00,80.61
plotter1,60,2022-01-01 20:06:53,-1,13.78,0.00,0.35,7.26,0.00,78.61
plotter1,60,2022-01-01 20:07:53,-1,10.51,0.00,0.31,6.67,0.00,82.51
plotter1,60,2022-01-01 20:08:53,-1,2.78,0.00,0.27,6.38,0.00,90.57
plotter1,60,2022-01-01 20:09:53,-1,6.23,0.00,0.31,7.68,0.00,85.78
plotter1,60,2022-01-01 20:10:53,-1,9.79,0.00,0.41,7.89,0.00,81.91
plotter1,60,2022-01-01 20:11:53,-1,9.51,0.00,0.39,7.72,0.00,82.38
plotter1,60,2022-01-01 20:12:53,-1,9.16,0.00,0.34,7.29,0.00,83.21
plotter1,60,2022-01-01 20:13:53,-1,8.90,0.00,0.42,6.73,0.00,83.96
plotter1,60,2022-01-01 20:14:53,-1,9.48,0.00,0.53,7.78,0.00,82.21
plotter1,60,2022-01-01 20:15:53,-1,6.27,0.00,0.34,8.49,0.00,84.90
plotter1,60,2022-01-01 20:16:53,-1,5.46,0.00,0.27,7.27,0.00,86.99
plotter1,60,2022-01-01 20:17:53,-1,9.05,0.00,0.36,9.03,0.00,81.56
plotter1,60,2022-01-01 20:18:53,-1,9.67,0.00,0.38,8.64,0.00,81.32
plotter1,60,2022-01-01 20:19:53,-1,9.01,0.00,0.33,6.66,0.00,84.00
plotter1,60,2022-01-01 20:20:53,-1,9.35,0.00,0.33,6.55,0.00,83.77
plotter1,60,2022-01-01 20:21:53,-1,9.25,0.00,0.32,7.18,0.00,83.24
plotter1,60,2022-01-01 20:22:53,-1,9.64,0.00,0.31,8.05,0.00,81.99
plotter1,60,2022-01-01 20:23:53,-1,8.77,0.00,0.28,6.39,0.00,84.55
plotter1,60,2022-01-01 20:24:53,-1,9.38,0.00,0.31,7.44,0.00,82.87
plotter1,60,2022-01-01 20:25:53,-1,6.04,0.00,0.30,8.02,0.00,85.65
plotter1,60,2022-01-01 20:26:53,-1,0.43,0.00,0.24,7.39,0.00,91.95
plotter1,60,2022-01-01 20:27:53,-1,4.27,0.00,0.26,6.76,0.00,88.71
plotter1,60,2022-01-01 20:28:53,-1,0.98,0.00,0.23,6.67,0.00,92.13
plotter1,60,2022-01-01 20:29:53,-1,1.88,0.00,0.24,6.77,0.00,91.10
plotter1,60,2022-01-01 20:30:53,-1,2.00,0.00,0.50,9.50,0.00,88.00
plotter1,60,2022-01-01 20:31:53,-1,1.20,0.00,0.27,7.50,0.00,91.03
plotter1,60,2022-01-01 20:32:53,-1,6.10,0.00,0.28,7.21,0.00,86.40
plotter1,60,2022-01-01 20:33:53,-1,6.17,0.00,0.31,6.41,0.00,87.12
plotter1,60,2022-01-01 20:34:53,-1,0.40,0.00,0.24,7.63,0.00,91.74
plotter1,60,2022-01-01 20:35:53,-1,0.80,0.00,0.28,7.38,0.00,91.55
plotter1,60,2022-01-01 20:36:53,-1,7.74,0.00,0.31,8.24,0.00,83.70
plotter1,60,2022-01-01 20:37:53,-1,8.96,0.00,0.30,6.87,0.00,83.87
plotter1,60,2022-01-01 20:38:53,-1,9.59,0.00,0.32,7.72,0.00,82.37
plotter1,60,2022-01-01 20:39:53,-1,8.81,0.00,0.30,7.07,0.00,83.81
plotter1,60,2022-01-01 20:40:53,-1,10.22,0.00,0.37,8.18,0.00,81.22
plotter1,60,2022-01-01 20:41:53,-1,15.77,0.00,0.35,7.79,0.00,76.09
