# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
plotter1,60,2022-01-01 03:18:53,-1,3.60,0.00,1.08,7.98,0.00,87.34
plotter1,60,2022-01-01 03:19:53,-1,13.31,0.00,0.43,9.03,0.00,77.24
plotter1,60,2022-01-01 03:20:53,-1,17.71,0.00,0.53,8.95,0.00,72.81
plotter1,60,2022-01-01 03:21:53,-1,15.56,0.00,0.39,7.55,0.00,76.49
plotter1,60,2022-01-01 03:22:53,-1,9.00,0.00,0.42,8.13,0.00,82.45
plotter1,60,2022-01-01 03:23:53,-1,9.30,0.00,0.44,7.57,0.00,82.69
plotter1,60,2022-01-01 03:24:53,-1,9.32,0.00,0.43,8.80,0.00,81.45
plotter1,60,2022-01-01 03:25:53,-1,11.90,0.00,0.43,8.48,0.00,79.20
plotter1,60,2022-01-01 03:26:53,-1,9.79,0.00,0.42,7.73,0.00,82.06
plotter1,60,2022-01-01 03:27:53,-1,9.18,0.00,0.36,6.15,0.00,84.31
plotter1,60,2022-01-01 03:28:53,-1,9.20,0.00,0.35,8.67,0.00,81.77
plotter1,60,2022-01-01 03:29:53,-1,9.71,0.00,0.32,6.25,0.00,83.73
plotter1,60,2022-01-01 03:30:53,-1,10.02,0.00,0.41,8.71,0.00,80.86
plotter1,60,2022-01-01 03:31:53,-1,11.41,0.00,0.36,6.94,0.00,81.30
plotter1,60,2022-01-01 03:32:53,-1,13.10,0.00,0.35,6.75,0.00,79.80
plotter1,60,2022-01-01 03:33:53,-1,9.39,0.00,0.35,6.35,0.00,83.92
plotter1,60,2022-01-01 03:34:53,-1,8.97,0.00,0.38,8.39,0.00,82.25
plotter1,60,2022-01-01 03:35:53,-1,9.56,0.00,0.43,7.65,0.00,82.36
plotter1,60,2022-01-01 03:36:53,-1,9.58,0.00,0.34,7.62,0.00,82.45
plotter1,60,2022-01-01 03:37:53,-1,8.87,0.00,0.36,8.40,0.00,82.37
plotter1,60,2022-01-01 03:38:53,-1,9.05,0.00,0.33,6.44,0.00,84.17
plotter1,60,2022-01-01 03:39:53,-1,9.11,0.00,0.30,6.16,0.00,84.42
plotter1,60,2022-01-01 03:40:53,-1,9.63,0.00,0.38,7.94,0.00,82.05
plotter1,60,2022-01-01 03:41:53,-1,8.96,0.00,0.35,8.47,0.00,82.23
plotter1,60,2022-01-01 03:42:53,-1,9.39,0.00,0.36,7.36,0.00,82.89
plotter1,60,2022-01-01 03:43:53,-1,8.92,0.00,0.34,7.67,0.00,83.07
plotter1,60,2022-01-01 03:44:53,-1,8.97,0.00,0.36,6.70,0.00,83.97
plotter1,60,2022-01-01 03:45:53,-1,9.90,0.00,0.50,7.49,0.00,82.11
plotter1,60,2022-01-01 03:46:53,-1,9.68,0.00,0.33,7.41,0.00,82.58
plotter1,60,2022-01-01 03:47:53,-1,8.77,0.00,0.33,8.07,0.00,82.83
plotter1,60,2022-01-01 03:48:53,-1,9.74,0.00,0.30,6.79,0.00,83.17
plotter1,60,2022-01-01 03:49:53,-1,9.28,0.00,0.33,7.81,0.00,82.57
plotter1,60,2022-01-01 03:50:53,-1,9.84,0.00,0.34,7.98,0.00,81.84
plotter1,60,2022-01-01 03:51:53,-1,9.33,0.00,0.32,7.09,0.00,83.25
plotter1,60,2022-01-01 03:52:53,-1,9.16,0.00,0.32,7.79,0.00,82.73
plotter1,60,2022-01-01 03:53:53,-1,8.70,0.00,0.35,7.87,0.00,83.08
plotter1,60,2022-01-01 03:54:53,-1,12.03,0.00,0.34,6.82,0.00,80.82
plotter1,60,2022-01-01 03:55:53,-1,14.91,0.00,0.40,8.79,0.00,75.91
