# hostname,interval,timestamp,tps,rtps,wtps,dtps,bread/s,bwrtn/s,bdscd/s
plotter1,60,2022-01-01 01:59:33,213.37,192.82,20.45,0.10,19071.48,381.87,50.27
plotter1,60,2022-01-01 02:00:33,206.72,187.82,18.90,0.00,18407.53,461.20,0.00
plotter1,60,2022-01-01 02:01:33,199.78,179.02,20.67,0.10,17989.83,279.47,8.80
plotter1,60,2022-01-01 02:02:33,189.58,172.72,16.87,0.00,17676.43,226.53,0.00
plotter1,60,2022-01-01 02:03:33,212.03,196.22,15.82,0.00,20421.60,228.93,0.00
plotter1,60,2022-01-01 02:04:33,188.65,181.37,7.28,0.00,19000.13,120.80,0.00
plotter1,60,2022-01-01 02:05:33,203.43,193.48,9.95,0.00,18860.37,347.33,0.00
plotter1,60,2022-01-01 02:06:33,152.15,141.37,10.78,0.00,14550.67,181.07,0.00
plotter1,60,2022-01-01 02:07:33,183.77,173.15,10.62,0.00,17928.67,177.73,0.00
plotter1,60,2022-01-01 02:08:33,174.55,167.32,7.23,0.00,17082.53,133.73,0.00
plotter1,60,2022-01-01 02:09:33,172.42,165.42,7.00,0.00,17200.40,132.00,0.00
plotter1,60,2022-01-01 02:10:33,188.48,179.37,9.12,0.00,16860.50,347.87,0.00
plotter1,60,2022-01-01 02:11:33,177.40,169.27,8.13,0.00,17074.93,145.73,0.00
plotter1,60,2022-01-01 02:12:33,177.90,169.97,7.93,0.00,17174.78,134.00,0.00
plotter1,60,2022-01-01 02:13:33,169.35,161.65,7.70,0.00,16680.00,133.73,0.00
plotter1,60,2022-01-01 02:14:33,179.32,171.58,7.73,0.00,17642.40,134.00,0.00
plotter1,60,2022-01-01 02:15:33,167.58,155.65,11.93,0.00,14756.10,378.00,0.00
plotter1,60,2022-01-01 02:16:33,164.65,153.13,11.52,0.00,15641.87,188.40,0.00
plotter1,60,2022-01-01 02:17:33,188.32,179.25,9.07,0.00,18454.67,167.87,0.00
plotter1,60,2022-01-01 02:18:33,182.60,178.53,4.07,0.00,18541.87,76.27,0.00
plotter1,60,2022-01-01 02:19:33,168.85,163.98,4.87,0.00,16922.40,95.07,0.00
plotter1,60,2022-01-01 02:20:33,161.83,153.33,8.50,0.00,14251.03,329.07,0.00
plotter1,60,2022-01-01 02:21:33,202.73,197.03,5.70,0.00,20393.33,115.60,0.00
plotter1,60,2022-01-01 02:22:33,191.77,186.18,5.58,0.00,18615.05,114.67,0.00
plotter1,60,2022-01-01 02:23:33,171.17,164.27,6.90,0.00,17216.80,131.47,0.00
plotter1,60,2022-01-01 02:24:33,160.68,154.18,6.50,0.00,16016.93,123.20,0.00
plotter1,60,2022-01-01 02:25:33,186.53,176.18,10.35,0.00,16846.10,377.33,0.00
plotter1,60,2022-01-01 02:26:33,144.25,133.67,10.58,0.00,13762.13,423.60,0.00
plotter1,60,2022-01-01 02:27:33,165.70,157.58,8.12,0.00,16145.47,144.00,0.00
plotter1,60,2022-01-01 02:28:33,185.27,176.60,8.67,0.00,17886.80,147.47,0.00
plotter1,60,2022-01-01 02:29:33,168.73,160.82,7.92,0.00,16498.40,139.87,0.00
plotter1,60,2022-01-01 02:30:33,207.53,195.77,11.77,0.00,18794.90,375.07,0.00
plotter1,60,2022-01-01 02:31:33,178.68,170.92,7.77,0.00,17396.93,149.73,0.00
plotter1,60,2022-01-01 02:32:33,182.92,178.58,4.33,0.00,18125.67,85.20,0.00
plotter1,60,2022-01-01 02:33:33,166.27,161.82,4.45,0.00,16819.73,88.80,0.00
plotter1,60,2022-01-01 02:34:33,176.55,170.94,5.62,0.00,17757.31,104.65,0.00
plotter1,60,2022-01-01 02:35:33,177.37,169.17,8.20,0.00,16319.57,324.80,0.00
plotter1,60,2022-01-01 02:36:33,168.53,160.92,7.62,0.00,16711.87,144.40,0.00
plotter1,60,2022-01-01 02:37:33,202.25,195.68,6.57,0.00,20065.73,127.33,0.00
