# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
plotter1;60;2021-12-31 10:52:02;-1;1.71;0.00;1.51;7.77;0.00;89.02
plotter1;60;2021-12-31 10:53:02;-1;11.10;0.00;0.45;8.79;0.00;79.66
plotter1;60;2021-12-31 10:54:02;-1;14.62;0.00;0.52;8.53;0.00;76.33
plotter1;60;2021-12-31 10:55:02;-1;16.53;0.00;0.49;6.50;0.00;76.48
plotter1;60;2021-12-31 10:56:02;-1;11.38;0.00;0.54;8.06;0.00;80.02
plotter1;60;2021-12-31 10:57:02;-1;9.71;0.00;0.49;6.31;0.00;83.48
plotter1;60;2021-12-31 10:58:02;-1;9.80;0.00;0.52;7.65;0.00;82.03
plotter1;60;2021-12-31 10:59:02;-1;9.26;0.00;0.45;6.94;0.00;83.36
plotter1;60;2021-12-31 11:00:02;-1;11.67;0.00;0.46;8.14;0.00;79.72
plotter1;60;2021-12-31 11:01:02;-1;9.35;0.00;0.47;9.40;0.00;80.77
plotter1;60;2021-12-31 11:02:02;-1;9.19;0.00;0.42;7.77;0.00;82.62
plotter1;60;2021-12-31 11:03:02;-1;8.98;0.00;0.44;7.85;0.00;82.73
plotter1;60;2021-12-31 11:04:02;-1;9.09;0.00;0.39;6.15;0.00;84.36
plotter1;60;2021-12-31 11:05:02;-1;9.06;0.00;0.44;8.23;0.00;82.27
plotter1;60;2021-12-31 11:06:02;-1;12.29;0.00;0.44;10.10;0.00;77.18
plotter1;60;2021-12-31 11:07:02;-1;11.60;0.00;0.42;8.28;0.00;79.70
plotter1;60;2021-12-31 11:08:02;-1;8.86;0.00;0.43;7.78;0.00;82.93
plotter1;60;2021-12-31 11:09:02;-1;9.21;0.00;0.54;7.31;0.00;82.95
plotter1;60;2021-12-31 11:10:02;-1;9.26;0.00;0.55;7.87;0.00;82.32
plotter1;60;2021-12-31 11:11:02;-1;9.80;0.00;0.44;7.92;0.00;81.83
plotter1;60;2021-12-31 11:12:02;-1;8.92;0.00;0.42;6.95;0.00;83.71
plotter1;60;2021-12-31 11:13:02;-1;8.85;0.00;0.43;8.09;0.00;82.63
plotter1;60;2021-12-31 11:14:02;-1;8.40;0.00;0.39;7.80;0.00;83.41
plotter1;60;2021-12-31 11:15:02;-1;8.98;0.00;0.45;10.05;0.00;80.53
plotter1;60;2021-12-31 11:16:02;-1;8.73;0.00;0.42;8.09;0.00;82.77
plotter1;60;2021-12-31 11:17:02;-1;9.09;0.00;0.44;6.73;0.00;83.75
plotter1;60;2021-12-31 11:18:02;-1;8.94;0.00;0.43;6.37;0.00;84.25
plotter1;60;2021-12-31 11:19:02;-1;8.86;0.00;0.39;7.54;0.00;83.21
plotter1;60;2021-12-31 11:20:02;-1;8.65;0.00;0.42;7.21;0.00;83.72
plotter1;60;2021-12-31 11:21:02;-1;9.61;0.00;0.44;7.76;0.00;82.19
plotter1;60;2021-12-31 11:22:02;-1;8.81;0.00;0.42;7.45;0.00;83.32
plotter1;60;2021-12-31 11:23:02;-1;8.74;0.00;0.42;7.04;0.00;83.80
plotter1;60;2021-12-31 11:24:02;-1;9.16;0.00;0.43;6.84;0.00;83.58
plotter1;60;2021-12-31 11:25:02;-1;8.83;0.00;0.41;6.71;0.00;84.05
plotter1;60;2021-12-31 11:26:02;-1;9.74;0.00;0.45;7.43;0.00;82.38
plotter1;60;2021-12-31 11:27:02;-1;8.68;0.00;0.41;8.55;0.00;82.36
plotter1;60;2021-12-31 11:28:02;-1;9.53;0.00;0.45;7.40;0.00;82.62
plotter1;60;2021-12-31 11:29:02;-1;8.65;0.00;0.39;6.57;0.00;84.39
plotter1;60;2021-12-31 11:30:02;-1;8.00;0.00;0.73;10.28;0.00;80.99
plotter1;60;2021-12-31 11:31:02;-1;14.68;0.00;0.77;8.59;0.00;75.96
plotter1;60;2021-12-31 11:32:02;-1;16.70;0.00;0.85;8.38;0.00;74.07
