# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
plotter1;60;2021-12-31 08:41:19;-1;1.85;0.00;2.87;8.56;0.00;86.73
plotter1;60;2021-12-31 08:42:19;-1;6.46;0.00;0.31;7.65;0.00;85.57
plotter1;60;2021-12-31 08:43:19;-1;6.06;0.00;0.27;5.89;0.00;87.78
plotter1;60;2021-12-31 08:44:19;-1;8.54;0.00;0.38;7.88;0.00;83.20
plotter1;60;2021-12-31 08:45:19;-1;15.25;0.00;0.61;6.80;0.00;77.34
plotter1;60;2021-12-31 08:46:19;-1;12.01;0.00;0.49;7.17;0.00;80.34
plotter1;60;2021-12-31 08:47:19;-1;12.01;0.00;0.49;6.02;0.00;81.47
plotter1;60;2021-12-31 08:48:19;-1;8.89;0.00;0.54;6.68;0.00;83.89
plotter1;60;2021-12-31 08:49:19;-1;8.83;0.00;0.56;6.32;0.00;84.29
plotter1;60;2021-12-31 08:50:19;-1;9.22;0.00;0.56;7.52;0.00;82.70
plotter1;60;2021-12-31 08:51:19;-1;11.31;0.00;0.55;6.70;0.00;81.44
plotter1;60;2021-12-31 08:52:19;-1;9.27;0.00;0.57;7.74;0.00;82.41
plotter1;60;2021-12-31 08:53:19;-1;9.01;0.00;0.54;8.48;0.00;81.97
plotter1;60;2021-12-31 08:54:19;-1;8.49;0.00;0.47;6.12;0.00;84.93
plotter1;60;2021-12-31 08:55:19;-1;9.47;0.00;0.52;7.94;0.00;82.06
plotter1;60;2021-12-31 08:56:19;-1;9.22;0.00;0.50;6.94;0.00;83.35
plotter1;60;2021-12-31 08:57:19;-1;8.51;0.00;0.50;6.05;0.00;84.94
plotter1;60;2021-12-31 08:58:19;-1;14.02;0.00;0.49;5.64;0.00;79.85
plotter1;60;2021-12-31 08:59:19;-1;9.19;0.00;0.51;6.73;0.00;83.57
plotter1;60;2021-12-31 09:00:19;-1;9.14;0.00;0.55;6.96;0.00;83.35
plotter1;60;2021-12-31 09:01:19;-1;9.22;0.00;0.52;5.83;0.00;84.43
plotter1;60;2021-12-31 09:02:19;-1;9.00;0.00;0.55;7.06;0.00;83.39
plotter1;60;2021-12-31 09:03:19;-1;8.87;0.00;0.76;7.14;0.00;83.22
plotter1;60;2021-12-31 09:04:19;-1;8.65;0.00;0.52;7.18;0.00;83.65
plotter1;60;2021-12-31 09:05:19;-1;9.04;0.00;0.56;6.69;0.00;83.71
plotter1;60;2021-12-31 09:06:19;-1;8.24;0.00;0.50;7.66;0.00;83.60
plotter1;60;2021-12-31 09:07:19;-1;9.11;0.00;0.56;6.91;0.00;83.42
plotter1;60;2021-12-31 09:08:19;-1;8.73;0.00;0.54;7.10;0.00;83.64
plotter1;60;2021-12-31 09:09:19;-1;8.62;0.00;0.51;6.10;0.00;84.77
plotter1;60;2021-12-31 09:10:19;-1;9.09;0.00;0.56;6.89;0.00;83.46
plotter1;60;2021-12-31 09:11:19;-1;8.29;0.00;0.50;6.81;0.00;84.40
plotter1;60;2021-12-31 09:12:19;-1;8.68;0.00;0.52;7.17;0.00;83.64
plotter1;60;2021-12-31 09:13:19;-1;9.09;0.00;0.50;6.04;0.00;84.36
plotter1;60;2021-12-31 09:14:19;-1;8.46;0.00;0.50;6.26;0.00;84.77
plotter1;60;2021-12-31 09:15:19;-1;8.80;0.00;0.56;7.11;0.00;83.53
plotter1;60;2021-12-31 09:16:19;-1;8.94;0.00;0.52;7.00;0.00;83.54
plotter1;60;2021-12-31 09:17:19;-1;8.64;0.00;0.52;5.87;0.00;84.97
plotter1;60;2021-12-31 09:18:19;-1;8.85;0.00;0.52;6.93;0.00;83.70
plotter1;60;2021-12-31 09:19:19;-1;8.69;0.00;0.50;7.37;0.00;83.45
plotter1;60;2021-12-31 09:20:19;-1;9.63;0.00;0.56;7.92;0.00;81.89
plotter1;60;2021-12-31 09:21:19;-1;8.58;0.00;0.49;6.33;0.00;84.60
plotter1;60;2021-12-31 09:22:19;-1;8.45;0.00;0.54;7.42;0.00;83.59
plotter1;60;2021-12-31 09:23:19;-1;11.73;0.00;0.48;6.98;0.00;80.81
plotter1;60;2021-12-31 09:24:19;-1;15.56;0.00;0.68;6.42;0.00;77.34
