# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
plotter1,60,2021-12-30 15:54:34,-1,1.82,0.00,1.51,9.05,0.00,87.62
plotter1,60,2021-12-30 15:55:34,-1,8.10,0.00,0.37,8.36,0.00,83.17
plotter1,60,2021-12-30 15:56:34,-1,10.38,0.00,0.38,8.74,0.00,80.50
plotter1,60,2021-12-30 15:57:34,-1,13.65,0.00,0.41,7.95,0.00,78.00
plotter1,60,2021-12-30 15:58:34,-1,13.84,0.00,0.47,7.51,0.00,78.18
plotter1,60,2021-12-30 15:59:34,-1,8.37,0.00,0.47,7.94,0.00,83.23
plotter1,60,2021-12-30 16:00:34,-1,9.70,0.00,0.50,8.77,0.00,81.03
plotter1,60,2021-12-30 16:01:34,-1,8.51,0.00,0.43,8.47,0.00,82.58
plotter1,60,2021-12-30 16:02:34,-1,11.86,0.00,0.43,9.03,0.00,78.69
plotter1,60,2021-12-30 16:03:34,-1,9.07,0.00,0.42,6.75,0.00,83.76
plotter1,60,2021-12-30 16:04:34,-1,8.98,0.00,0.44,10.25,0.00,80.32
plotter1,60,2021-12-30 16:05:34,-1,9.31,0.00,0.45,8.33,0.00,81.91
plotter1,60,2021-12-30 16:06:34,-1,9.00,0.00,0.39,7.12,0.00,83.48
plotter1,60,2021-12-30 16:07:34,-1,9.04,0.00,0.41,7.66,0.00,82.89
plotter1,60,2021-12-30 16:08:34,-1,9.40,0.00,0.43,8.19,0.00,81.98
plotter1,60,2021-12-30 16:09:34,-1,14.01,0.00,0.40,6.73,0.00,78.86
plotter1,60,2021-12-30 16:10:34,-1,9.15,0.00,0.46,7.78,0.00,82.61
plotter1,60,2021-12-30 16:11:34,-1,8.80,0.00,0.39,7.84,0.00,82.97
plotter1,60,2021-12-30 16:12:34,-1,9.48,0.00,0.40,6.61,0.00,83.51
plotter1,60,2021-12-30 16:13:34,-1,8.74,0.00,0.41,7.79,0.00,83.06
plotter1,60,2021-12-30 16:14:34,-1,8.87,0.00,0.40,7.75,0.00,82.98
plotter1,60,2021-12-30 16:15:34,-1,9.12,0.00,0.44,8.56,0.00,81.88
plotter1,60,2021-12-30 16:16:34,-1,8.43,0.00,0.39,7.81,0.00,83.37
plotter1,60,2021-12-30 16:17:34,-1,8.89,0.00,0.37,7.21,0.00,83.53
plotter1,60,2021-12-30 16:18:34,-1,8.88,0.00,0.41,7.99,0.00,82.72
plotter1,60,2021-12-30 16:19:34,-1,8.95,0.00,0.40,6.92,0.00,83.73
plotter1,60,2021-12-30 16:20:34,-1,9.06,0.00,0.44,8.15,0.00,82.35
plotter1,60,2021-12-30 16:21:34,-1,8.33,0.00,0.40,8.68,0.00,82.59
plotter1,60,2021-12-30 16:22:34,-1,8.74,0.00,0.40,8.57,0.00,82.30
plotter1,60,2021-12-30 16:23:34,-1,8.70,0.00,0.40,6.10,0.00,84.81
plotter1,60,2021-12-30 16:24:34,-1,9.50,0.00,0.60,6.15,0.00,83.75
plotter1,60,2021-12-30 16:25:34,-1,8.96,0.00,0.42,7.33,0.00,83.28
plotter1,60,2021-12-30 16:26:34,-1,8.87,0.00,0.40,8.25,0.00,82.48
plotter1,60,2021-12-30 16:27:34,-1,8.91,0.00,0.39,7.07,0.00,83.63
plotter1,60,2021-12-30 16:28:34,-1,9.17,0.00,0.41,7.67,0.00,82.75
plotter1,60,2021-12-30 16:29:34,-1,8.78,0.00,0.37,8.14,0.00,82.72
plotter1,60,2021-12-30 16:30:34,-1,9.59,0.00,0.43,7.55,0.00,82.43
plotter1,60,2021-12-30 16:31:34,-1,8.80,0.00,0.37,6.49,0.00,84.34
plotter1,60,2021-12-30 16:32:34,-1,8.27,0.00,0.40,7.74,0.00,83.59
plotter1,60,2021-12-30 16:33:34,-1,11.31,0.00,0.39,8.34,0.00,79.97
plotter1,60,2021-12-30 16:34:34,-1,14.24,0.00,0.39,7.46,0.00,77.91
