# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
plotter1,60,2021-12-31 19:43:02,-1,2.51,0.00,1.48,10.17,0.00,85.85
plotter1,60,2021-12-31 19:44:02,-1,11.17,0.00,0.41,7.68,0.00,80.74
plotter1,60,2021-12-31 19:45:02,-1,13.52,0.00,0.49,9.00,0.00,76.99
plotter1,60,2021-12-31 19:46:02,-1,12.50,0.00,0.45,9.25,0.00,77.80
plotter1,60,2021-12-31 19:47:02,-1,11.00,0.00,0.46,7.46,0.00,81.09
plotter1,60,2021-12-31 19:48:02,-1,8.93,0.00,0.48,8.38,0.00,82.21
plotter1,60,2021-12-31 19:49:02,-1,9.07,0.00,0.44,7.18,0.00,83.31
plotter1,60,2021-12-31 19:50:02,-1,8.94,0.00,0.44,7.00,0.00,83.62
plotter1,60,2021-12-31 19:51:02,-1,12.32,0.00,0.50,8.95,0.00,78.23
plotter1,60,2021-12-31 19:52:02,-1,9.52,0.00,0.44,7.95,0.00,82.09
plotter1,60,2021-12-31 19:53:02,-1,9.06,0.00,0.36,7.05,0.00,83.52
plotter1,60,2021-12-31 19:54:02,-1,9.61,0.00,0.39,7.85,0.00,82.15
plotter1,60,2021-12-31 19:55:02,-1,9.13,0.00,0.37,9.22,0.00,81.29
plotter1,60,2021-12-31 19:56:02,-1,9.54,0.00,0.43,7.91,0.00,82.12
plotter1,60,2021-12-31 19:57:02,-1,13.16,0.00,0.43,8.77,0.00,77.63
plotter1,60,2021-12-31 19:58:02,-1,10.73,0.00,0.36,8.64,0.00,80.27
plotter1,60,2021-12-31 19:59:02,-1,8.80,0.00,0.41,8.17,0.00,82.62
plotter1,60,2021-12-31 20:00:02,-1,9.35,0.00,0.41,8.15,0.00,82.09
plotter1,60,2021-12-31 20:01:02,-1,9.21,0.00,0.46,9.11,0.00,81.22
plotter1,60,2021-12-31 20:02:02,-1,9.12,0.00,0.36,6.02,0.00,84.50
plotter1,60,2021-12-31 20:03:02,-1,8.88,0.00,0.40,8.64,0.00,82.09
plotter1,60,2021-12-31 20:04:02,-1,9.03,0.00,0.38,7.67,0.00,82.92
plotter1,60,2021-12-31 20:05:02,-1,9.01,0.00,0.34,6.82,0.00,83.83
plotter1,60,2021-12-31 20:06:02,-1,9.20,0.00,0.41,8.03,0.00,82.37
plotter1,60,2021-12-31 20:07:02,-1,9.49,0.00,0.48,5.97,0.00,84.06
plotter1,60,2021-12-31 20:08:02,-1,9.06,0.00,0.46,8.66,0.00,81.83
plotter1,60,2021-12-31 20:09:02,-1,9.24,0.00,0.39,7.16,0.00,83.21
plotter1,60,2021-12-31 20:10:02,-1,9.10,0.00,0.36,7.52,0.00,83.02
plotter1,60,2021-12-31 20:11:02,-1,9.14,0.00,0.38,8.26,0.00,82.23
plotter1,60,2021-12-31 20:12:02,-1,9.15,0.00,0.35,6.96,0.00,83.54
plotter1,60,2021-12-31 20:13:02,-1,9.22,0.00,0.36,7.20,0.00,83.21
plotter1,60,2021-12-31 20:14:02,-1,9.02,0.00,0.34,6.76,0.00,83.88
plotter1,60,2021-12-31 20:15:02,-1,8.89,0.00,0.34,6.85,0.00,83.92
plotter1,60,2021-12-31 20:16:02,-1,9.75,0.00,0.39,7.85,0.00,82.02
plotter1,60,2021-12-31 20:17:02,-1,9.18,0.00,0.35,8.97,0.00,81.49
plotter1,60,2021-12-31 20:18:02,-1,9.11,0.00,0.34,7.04,0.00,83.51
plotter1,60,2021-12-31 20:19:02,-1,8.41,0.00,0.36,7.50,0.00,83.73
plotter1,60,2021-12-31 20:20:02,-1,8.73,0.00,0.39,7.39,0.00,83.50
plotter1,60,2021-12-31 20:21:02,-1,14.99,0.00,0.42,8.62,0.00,75.98
plotter1,60,2021-12-31 20:22:02,-1,14.38,0.00,0.40,7.96,0.00,77.27
