# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
plotter1,60,2022-01-02 06:01:42,-1,3.86,0.00,1.11,8.78,0.00,86.24
plotter1,60,2022-01-02 06:02:42,-1,16.53,0.00,0.45,8.17,0.00,74.85
plotter1,60,2022-01-02 06:03:42,-1,15.92,0.00,0.43,7.30,0.00,76.35
plotter1,60,2022-01-02 06:04:42,-1,12.83,0.00,0.38,8.16,0.00,78.62
plotter1,60,2022-01-02 06:05:42,-1,9.60,0.00,0.44,9.08,0.00,80.88
plotter1,60,2022-01-02 06:06:42,-1,9.24,0.00,0.40,7.18,0.00,83.18
plotter1,60,2022-01-02 06:07:42,-1,9.11,0.00,0.37,7.63,0.00,82.89
plotter1,60,2022-01-02 06:08:42,-1,11.16,0.00,0.41,9.06,0.00,79.38
plotter1,60,2022-01-02 06:09:42,-1,9.56,0.00,0.38,7.86,0.00,82.21
plotter1,60,2022-01-02 06:10:42,-1,10.55,0.00,0.42,8.79,0.00,80.24
plotter1,60,2022-01-02 06:11:42,-1,9.26,0.00,0.34,6.52,0.00,83.87
plotter1,60,2022-01-02 06:12:42,-1,9.91,0.00,0.33,6.40,0.00,83.36
plotter1,60,2022-01-02 06:13:42,-1,9.31,0.00,0.35,6.10,0.00,84.25
plotter1,60,2022-01-02 06:14:42,-1,14.41,0.00,0.36,8.28,0.00,76.95
plotter1,60,2022-01-02 06:15:42,-1,10.77,0.00,0.36,8.18,0.00,80.69
plotter1,60,2022-01-02 06:16:42,-1,9.43,0.00,0.37,8.91,0.00,81.28
plotter1,60,2022-01-02 06:17:42,-1,9.51,0.00,0.40,8.70,0.00,81.40
plotter1,60,2022-01-02 06:18:42,-1,8.97,0.00,0.35,6.94,0.00,83.74
plotter1,60,2022-01-02 06:19:42,-1,9.13,0.00,0.33,8.50,0.00,82.05
plotter1,60,2022-01-02 06:20:42,-1,9.79,0.00,0.39,8.16,0.00,81.65
plotter1,60,2022-01-02 06:21:42,-1,8.70,0.00,0.31,7.22,0.00,83.78
plotter1,60,2022-01-02 06:22:42,-1,9.29,0.00,0.35,7.64,0.00,82.73
plotter1,60,2022-01-02 06:23:42,-1,9.47,0.00,0.35,8.73,0.00,81.46
plotter1,60,2022-01-02 06:24:42,-1,9.66,0.00,0.48,9.17,0.00,80.69
plotter1,60,2022-01-02 06:25:42,-1,9.21,0.00,0.46,7.43,0.00,82.90
plotter1,60,2022-01-02 06:26:42,-1,9.56,0.00,0.33,8.20,0.00,81.91
plotter1,60,2022-01-02 06:27:42,-1,8.81,0.00,0.31,8.53,0.00,82.34
plotter1,60,2022-01-02 06:28:42,-1,9.45,0.00,0.30,7.44,0.00,82.81
plotter1,60,2022-01-02 06:29:42,-1,8.76,0.00,0.31,7.60,0.00,83.32
plotter1,60,2022-01-02 06:30:42,-1,9.68,0.00,0.34,7.67,0.00,82.31
plotter1,60,2022-01-02 06:31:42,-1,9.54,0.00,0.29,7.38,0.00,82.79
plotter1,60,2022-01-02 06:32:42,-1,9.64,0.00,0.33,7.11,0.00,82.92
plotter1,60,2022-01-02 06:33:42,-1,9.45,0.00,0.30,6.62,0.00,83.64
plotter1,60,2022-01-02 06:34:42,-1,9.53,0.00,0.32,7.85,0.00,82.29
plotter1,60,2022-01-02 06:35:42,-1,9.20,0.00,0.34,8.50,0.00,81.96
plotter1,60,2022-01-02 06:36:42,-1,8.62,0.00,0.34,7.21,0.00,83.83
plotter1,60,2022-01-02 06:37:42,-1,14.78,0.00,0.36,8.13,0.00,76.74
plotter1,60,2022-01-02 06:38:42,-1,15.51,0.00,0.36,7.92,0.00,76.21
