# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
plotter1,60,2022-01-02 07:18:31,-1,4.78,0.00,1.07,6.84,0.00,87.31
plotter1,60,2022-01-02 07:19:31,-1,12.43,0.00,0.40,7.08,0.00,80.10
plotter1,60,2022-01-02 07:20:31,-1,9.56,0.00,0.36,8.75,0.00,81.33
plotter1,60,2022-01-02 07:21:31,-1,15.07,0.00,0.36,8.41,0.00,76.16
plotter1,60,2022-01-02 07:22:31,-1,11.16,0.00,0.42,8.20,0.00,80.22
plotter1,60,2022-01-02 07:23:31,-1,9.10,0.00,0.42,9.18,0.00,81.30
plotter1,60,2022-01-02 07:24:31,-1,9.23,0.00,0.41,8.62,0.00,81.75
plotter1,60,2022-01-02 07:25:31,-1,10.08,0.00,0.42,7.89,0.00,81.61
plotter1,60,2022-01-02 07:26:31,-1,11.76,0.00,0.40,8.14,0.00,79.70
plotter1,60,2022-01-02 07:27:31,-1,9.28,0.00,0.38,8.97,0.00,81.37
plotter1,60,2022-01-02 07:28:31,-1,9.67,0.00,0.37,8.70,0.00,81.26
plotter1,60,2022-01-02 07:29:31,-1,9.36,0.00,0.31,7.96,0.00,82.38
plotter1,60,2022-01-02 07:30:31,-1,10.06,0.00,0.38,7.41,0.00,82.16
plotter1,60,2022-01-02 07:31:31,-1,9.51,0.00,0.35,7.79,0.00,82.35
plotter1,60,2022-01-02 07:32:31,-1,15.09,0.00,0.38,7.53,0.00,77.00
plotter1,60,2022-01-02 07:33:31,-1,9.63,0.00,0.36,7.87,0.00,82.14
plotter1,60,2022-01-02 07:34:31,-1,8.95,0.00,0.33,6.95,0.00,83.78
plotter1,60,2022-01-02 07:35:31,-1,9.89,0.00,0.41,9.18,0.00,80.53
plotter1,60,2022-01-02 07:36:31,-1,8.92,0.00,0.38,8.85,0.00,81.85
plotter1,60,2022-01-02 07:37:31,-1,9.15,0.00,0.33,7.48,0.00,83.04
plotter1,60,2022-01-02 07:38:31,-1,9.50,0.00,0.35,8.10,0.00,82.05
plotter1,60,2022-01-02 07:39:31,-1,8.64,0.00,0.29,6.94,0.00,84.13
plotter1,60,2022-01-02 07:40:31,-1,9.80,0.00,0.38,8.91,0.00,80.91
plotter1,60,2022-01-02 07:41:31,-1,8.76,0.00,0.33,8.86,0.00,82.05
plotter1,60,2022-01-02 07:42:31,-1,9.54,0.00,0.36,7.84,0.00,82.26
plotter1,60,2022-01-02 07:43:31,-1,9.17,0.00,0.36,7.98,0.00,82.49
plotter1,60,2022-01-02 07:44:31,-1,9.78,0.00,0.53,7.46,0.00,82.22
plotter1,60,2022-01-02 07:45:31,-1,9.21,0.00,0.37,9.02,0.00,81.40
plotter1,60,2022-01-02 07:46:31,-1,9.57,0.00,0.30,7.26,0.00,82.88
plotter1,60,2022-01-02 07:47:31,-1,9.34,0.00,0.33,7.61,0.00,82.72
plotter1,60,2022-01-02 07:48:31,-1,9.09,0.00,0.29,7.90,0.00,82.71
plotter1,60,2022-01-02 07:49:31,-1,9.09,0.00,0.31,7.58,0.00,83.02
plotter1,60,2022-01-02 07:50:31,-1,9.91,0.00,0.33,8.25,0.00,81.51
plotter1,60,2022-01-02 07:51:31,-1,9.30,0.00,0.30,7.58,0.00,82.81
plotter1,60,2022-01-02 07:52:31,-1,9.72,0.00,0.34,6.76,0.00,83.18
plotter1,60,2022-01-02 07:53:31,-1,8.79,0.00,0.32,9.30,0.00,81.60
plotter1,60,2022-01-02 07:54:31,-1,9.56,0.00,0.35,7.16,0.00,82.93
plotter1,60,2022-01-02 07:55:31,-1,15.44,0.00,0.38,7.82,0.00,76.36
plotter1,60,2022-01-02 07:56:31,-1,12.95,0.00,0.35,6.99,0.00,79.71
