# hostname,interval,timestamp,tps,rtps,wtps,dtps,bread/s,bwrtn/s,bdscd/s
plotter1,60,2022-01-02 03:24:21,240.38,230.78,9.45,0.15,22784.90,217.33,77.20
plotter1,60,2022-01-02 03:25:21,212.10,204.68,7.42,0.00,19938.07,304.93,0.00
plotter1,60,2022-01-02 03:26:21,204.70,198.40,6.30,0.00,20612.93,99.07,0.00
plotter1,60,2022-01-02 03:27:21,159.70,153.53,6.12,0.05,16172.53,111.73,8.80
plotter1,60,2022-01-02 03:28:21,182.70,177.50,5.20,0.00,18712.53,87.33,0.00
plotter1,60,2022-01-02 03:29:21,164.35,159.08,5.27,0.00,16453.20,85.33,0.00
plotter1,60,2022-01-02 03:30:21,210.22,202.72,7.50,0.00,19655.43,304.00,0.00
plotter1,60,2022-01-02 03:31:21,152.60,146.93,5.67,0.00,15478.53,107.47,0.00
plotter1,60,2022-01-02 03:32:21,179.43,177.07,2.37,0.00,18337.72,40.27,0.00
plotter1,60,2022-01-02 03:33:21,192.75,190.42,2.33,0.00,19801.73,42.80,0.00
plotter1,60,2022-01-02 03:34:21,199.40,196.82,2.58,0.00,20359.07,45.47,0.00
plotter1,60,2022-01-02 03:35:21,189.10,184.05,5.05,0.00,17437.28,272.53,0.00
plotter1,60,2022-01-02 03:36:21,186.25,182.67,3.58,0.00,18926.12,62.27,0.00
plotter1,60,2022-01-02 03:37:21,178.15,174.28,3.87,0.00,18006.45,65.07,0.00
plotter1,60,2022-01-02 03:38:21,189.77,186.57,3.20,0.00,19688.77,57.20,0.00
plotter1,60,2022-01-02 03:39:21,176.78,173.48,3.30,0.00,18292.27,60.40,0.00
plotter1,60,2022-01-02 03:40:21,198.43,192.57,5.87,0.00,18758.77,282.13,0.00
plotter1,60,2022-01-02 03:41:21,194.48,190.65,3.83,0.00,19728.53,73.60,0.00
plotter1,60,2022-01-02 03:42:21,192.37,188.87,3.50,0.00,18941.67,74.80,0.00
plotter1,60,2022-01-02 03:43:21,185.38,181.43,3.95,0.00,18845.20,76.40,0.00
plotter1,60,2022-01-02 03:44:21,205.42,201.23,4.18,0.00,20526.53,79.60,0.00
plotter1,60,2022-01-02 03:45:21,216.85,210.23,6.62,0.00,20363.17,295.33,0.00
plotter1,60,2022-01-02 03:46:21,183.98,178.67,5.32,0.00,18394.67,89.73,0.00
plotter1,60,2022-01-02 03:47:21,152.52,148.13,4.38,0.00,15241.07,79.07,0.00
plotter1,60,2022-01-02 03:48:21,194.60,190.03,4.57,0.00,19436.67,79.33,0.00
plotter1,60,2022-01-02 03:49:21,197.95,190.50,7.45,0.00,19956.67,371.87,0.00
plotter1,60,2022-01-02 03:50:21,210.08,202.55,7.53,0.00,19318.23,333.33,0.00
plotter1,60,2022-01-02 03:51:21,169.63,164.23,5.40,0.00,17169.87,95.33,0.00
plotter1,60,2022-01-02 03:52:21,205.98,201.85,4.13,0.00,20451.27,79.60,0.00
plotter1,60,2022-01-02 03:53:21,173.95,171.30,2.65,0.00,17500.40,44.80,0.00
plotter1,60,2022-01-02 03:54:21,182.33,179.83,2.50,0.00,18384.27,44.27,0.00
plotter1,60,2022-01-02 03:55:21,187.00,181.87,5.13,0.00,17443.03,265.60,0.00
plotter1,60,2022-01-02 03:56:21,194.95,191.57,3.38,0.00,19871.33,65.33,0.00
plotter1,60,2022-01-02 03:57:21,169.68,166.08,3.60,0.00,16876.67,64.13,0.00
plotter1,60,2022-01-02 03:58:21,167.57,163.97,3.60,0.00,16682.00,65.47,0.00
plotter1,60,2022-01-02 03:59:21,181.43,178.28,3.15,0.00,18236.13,60.00,0.00
plotter1,60,2022-01-02 04:00:21,192.43,186.68,5.75,0.00,17931.57,278.27,0.00
plotter1,60,2022-01-02 04:01:21,186.52,182.98,3.53,0.00,18438.80,63.20,0.00
plotter1,60,2022-01-02 04:02:21,198.20,194.45,3.75,0.00,19404.78,73.33,0.00
plotter1,60,2022-01-02 04:03:21,164.22,160.78,3.43,0.00,16814.13,72.27,0.00
