# hostname,interval,timestamp,CPU,%user,%nice,%system,%iowait,%steal,%idle
plotter1,60,2022-01-01 10:24:39,-1,6.43,0.00,1.17,7.42,0.00,84.99
plotter1,60,2022-01-01 10:25:39,-1,13.88,0.00,0.47,8.67,0.00,76.98
plotter1,60,2022-01-01 10:26:39,-1,15.55,0.00,0.36,6.83,0.00,77.26
plotter1,60,2022-01-01 10:27:39,-1,14.81,0.00,0.39,7.08,0.00,77.72
plotter1,60,2022-01-01 10:28:39,-1,8.95,0.00,0.38,6.74,0.00,83.94
plotter1,60,2022-01-01 10:29:39,-1,9.24,0.00,0.43,8.44,0.00,81.89
plotter1,60,2022-01-01 10:30:39,-1,9.56,0.00,0.42,7.81,0.00,82.21
plotter1,60,2022-01-01 10:31:39,-1,12.39,0.00,0.41,6.70,0.00,80.49
plotter1,60,2022-01-01 10:32:39,-1,9.29,0.00,0.39,6.77,0.00,83.55
plotter1,60,2022-01-01 10:33:39,-1,9.19,0.00,0.34,7.55,0.00,82.92
plotter1,60,2022-01-01 10:34:39,-1,9.17,0.00,0.34,7.61,0.00,82.88
plotter1,60,2022-01-01 10:35:39,-1,10.06,0.00,0.34,7.30,0.00,82.30
plotter1,60,2022-01-01 10:36:39,-1,9.60,0.00,0.35,7.89,0.00,82.16
plotter1,60,2022-01-01 10:37:39,-1,10.66,0.00,0.32,7.02,0.00,82.00
plotter1,60,2022-01-01 10:38:39,-1,11.50,0.00,0.33,7.69,0.00,80.48
plotter1,60,2022-01-01 10:39:39,-1,9.23,0.00,0.35,6.53,0.00,83.89
plotter1,60,2022-01-01 10:40:39,-1,10.99,0.00,0.43,8.72,0.00,79.85
plotter1,60,2022-01-01 10:41:39,-1,9.06,0.00,0.38,7.06,0.00,83.50
plotter1,60,2022-01-01 10:42:39,-1,9.75,0.00,0.36,7.95,0.00,81.93
plotter1,60,2022-01-01 10:43:39,-1,8.94,0.00,0.33,7.10,0.00,83.62
plotter1,60,2022-01-01 10:44:39,-1,9.04,0.00,0.33,8.58,0.00,82.05
plotter1,60,2022-01-01 10:45:39,-1,9.42,0.00,0.35,8.59,0.00,81.64
plotter1,60,2022-01-01 10:46:39,-1,8.90,0.00,0.32,6.87,0.00,83.91
plotter1,60,2022-01-01 10:47:39,-1,9.21,0.00,0.34,7.53,0.00,82.92
plotter1,60,2022-01-01 10:48:39,-1,9.64,0.00,0.36,7.23,0.00,82.77
plotter1,60,2022-01-01 10:49:39,-1,9.62,0.00,0.52,8.35,0.00,81.51
plotter1,60,2022-01-01 10:50:39,-1,9.20,0.00,0.35,7.34,0.00,83.11
plotter1,60,2022-01-01 10:51:39,-1,9.04,0.00,0.30,7.58,0.00,83.08
plotter1,60,2022-01-01 10:52:39,-1,9.35,0.00,0.29,6.24,0.00,84.11
plotter1,60,2022-01-01 10:53:39,-1,9.40,0.00,0.30,6.91,0.00,83.39
plotter1,60,2022-01-01 10:54:39,-1,9.13,0.00,0.29,6.66,0.00,83.92
plotter1,60,2022-01-01 10:55:39,-1,10.26,0.00,0.38,9.47,0.00,79.89
plotter1,60,2022-01-01 10:56:39,-1,8.94,0.00,0.30,9.03,0.00,81.73
plotter1,60,2022-01-01 10:57:39,-1,9.33,0.00,0.32,8.77,0.00,81.58
plotter1,60,2022-01-01 10:58:39,-1,9.48,0.00,0.30,8.50,0.00,81.71
plotter1,60,2022-01-01 10:59:39,-1,8.77,0.00,0.34,6.97,0.00,83.92
plotter1,60,2022-01-01 11:00:39,-1,11.98,0.00,0.36,7.81,0.00,79.85
plotter1,60,2022-01-01 11:01:39,-1,14.98,0.00,0.32,5.74,0.00,78.96
